,id,kw,txt
407,301211,['قیمت'],"📢عرضه چهار پالایشگاه و ""فولاد، فملی، خودرو، خساپا "" با تخفیف تا ٣٠ درصدی
بورس پرس - معاون وزیر اقتصاد: در نیمه اول سال دو ETF دولتی دیگر با تخفیف ٢٠ تا ٣٠ درصدی بر اساس قیمت میانگین یک ماه آخر سهام در بورس منتهی به آگهی واگذاری به همه دارندگان کد ملی ایرانی واگذار می‌شود.
معمارنژاد گفت:  بر این اساس صندوق دارا دوم از گروه پالایشی ""شبریز، شپنا، شتران، شبندر"" و صندوق دارا سوم مرکبی از گروه فلزی و خودرویی ""فولاد، فملی، خودرو، خساپا"" است."
408,301235,['قیمت'],"روحانی: مردم هفته آینده شاهد بازار متعادل خواهند بود
 رئیس جمهور:
* باید برای شرایط بازار و گرانی‌های امروز که مردم را تحت فشار قرار داده چاره اندیشی شود.
* بانک مرکزی تلاش می‌کند قیمت ارز را به سمت قیمت تعادلی هدایت کند.
* صادرکنندگان باید با تمام توان به کمک بیایند و طبق مقررات ارزها را به سامانه نیما عرضه کنند.
* ارزی که در کشورهای دیگر به عنوان ذخیره داریم از آن ارز باید استفاده کنیم، حداقل با سه کشور در روزهای اخیر اقداماتی انجام شده است.
* ارز مورد نیاز در اختیار بانک مرکزی قرار می‌گیرد تا مردم شاهد یک قیمت متعادل در هفته‌های آینده در بازار باشند."
409,301317,['فروش'],"یادداشت رئیس‌کل بانک مرکزی در مورد برنامه‌های سامان‌دهی بازار ارز

سخنی بامردم عزیز و فعالان محترم اقتصادی

🔹این روزها بنا به دلایلی که مشخص است، و قبلاً نیز اعلام کرده بودم، بازار ارز دچار نوسان شده است. با اقدامات در دست اجرا به تدریج و در روزهای آینده بازار ارز به آرامش خواهد رسید.

🔹این تصور که بانک مرکزی و دولت برای کنترل بازار ارز اقدامی نمی کنند، یا اینکه تصور می شود برای تأمین کسری و یا دلایل دیگر، نرخ ارز را بالا می برند، بی اساس و یک برداشت و تصور کاملاً اشتباه است.

🔹دستورالعمل جدید در خصوص نحوه برگشت ارز به چرخه اقتصاد و تأمین ارز واردات کشور، چند روزی است عملیاتی شده است. در این دستورالعمل، عملاً زمینه ای برای ایجاد تراکم غیر عادی تقاضا و نيز سوء استفاده از ان باقی نمی ماند. 

🔹به همین دلیل متاسفانه در مقطع دو هفتهٔ اخیر، در کنار تعلل برخی صادر کنندگان برای عرضه ارز خود، برخی از سودجویان در صدد فروش ارز به واردکنندگان به نرخ های نامتعارف بوده اند.

🔹به واردکنندگان محترم توصیه می کنم که چند روزی را تحمل کرده و از چند روز آینده، بتدریج نیاز خود را از سامانه نیما تأمین نمایند. 

🔹از صادر کنندگان محترم نیز انتظار می رود در فرصت چند روز باقیمانده از فرصت ایفای تعهد، ارزهای خود را با نرخ های منطقی در بازار عرضه کنند تا خریدار لازم را داشته باشد.

🔹از صادرکنندگان عزیزی که تا امروز با برگرداندن ارز در خدمت تولید و اشتغال کشور بوده اند، قدردانی می کنم.

🔹مردم عزیز مطمئن باشند، بانک مرکزی برای ساماندهی بازار ارز و اعاده ثبات، و برگشت به نرخ های تعادلی تمام تلاش خود را بکارخواهد بست."
410,301319,"['خرید', 'کف', 'هدف', 'قیمت']",طی هفته کاری منتهی به روز کاری ۱۳۹۹/۰۵/۰۱ شاهد یکی از پرنوسانترین روزها طی  ۴ ماه گذشته بودیم ، بطوریکه نرخ دلار در بازار  آزاد در ابتدای هفته حتی نرخ ۲۶ هزار تومان را نیز تجربه کرد و با کاهش ۵ هزارتومانی به نرخ ۲۱۰۰۰ نیز در اواخر هفته رسید. نرخ سامانه نیما نیز وارد کانال ۲۰ هزار تومان شد ولی با تعدیل قیمت ها آخر هفته به کانال ۱۷ هزار تومان برگشت . تزریق ارز  بانک مرکزی در سامانه نیما و پایان یافتن مهلت برگشت ارزهای صادرکنندگان غیرنفتی که برای تامین ارز بیشتر اقدام به خرید ارز از کف بازار کرده و باعث افزایش بی سابقه قیمت ها شده بود و همچنین خبرهای مثبت سیاسی از جمله سفر ظریف به عراق و بالعکس سفر نخست وزیر عراق به ایران و... ودر بازار سکه نیز اوایل هفته نرخ سکه تا نیمه کانال ۱۱ میلیون پیش رفت که اواخر هفته حتی کانال ۹ میلیون تومان را نیز به خود دید البته لازم بذکر است اونس جهانی طلا با افزایش ۴۰ دلاری طی این هفته به ۱۸۵۰ دلار رسید. که کم کم خود را به هدف  پیش بینی شده خیلی از تحلیلگران ، یعنی ۲۰۰۰ دلار نزدیک می کند.
411,301332,"['خرید', 'کف', 'فروش']",فشار عرضه امروز نیز بازار عارض گردید و با اینکه بالغ بر ۱۱۳۴ میلیارد تومان ورود نقدینگی خرد و حقیقی را به بازار داشتیم، اما شاخص کل با افت محدود ۰.۷ درصدی مواجه شد و به ارقام نزدیکیهای محدوده ۱ میلیون و ۹۰۰ هزار واحد تنزل نمود. اما امروز ارزش معاملات خرد در محدوده ۲۰ هزار میلیارد تومان رقم خورد که نشان دهنده کاهش نوسانات و کاهش معاملات نسبت به روزهای قبل می باشد. امروز بازار تنها با یک موج عرضه از اوایل وقت همراه بود اما به تدریج بهبود یافت و شاهد افزایش تقاضا در اغلب نمادها بخصوص در نمادهای کوچکتر بازار بودیم. علیرغم اینکه از گوشه و کنار، ندای پایان رشد بازار شنیده می شد، اما رشد نرخ ارز از کف قیمتی ۲۱ تا ۲۲ هزار تومانی آن باعث شد تا فروشها در بازار سهام کاهش یابد و به وضوح کاهش میل به فروش دیده می شد. بنابراین انتظار می رود هفته آتی هفته ای توام با رشد ملایم بازار رقم بخورد. نرخ نیما که هم اینک در محدوده ۱۸ هزار تومانی قرار گرفته است به قدر کافی بالا است تا باعث شود فروش شرکتها در بورس کالا و فروش های صادراتی آنها متحول گردد. بنابراین بازار نیم نگاهی هم به این مساله دارد. شایعات در خصوص توقف عرضه ETF های دولتی نیز قویاً تکذیب شد و حتی از ETF های چهارم و پنجم نیز صحبت به میان آمده است. بنابراین بار دیگر نمادهای موجود در این نوع ETF ها هیجان خرید دیده می شد. ممکن است ارزش قیمتی نمادهای موجود در این ETF ها از ارزش ذاتی آنها فاصله گرفته باشد، اما با عنایت به توجه ویژه ای که بازار به نمادهای موجود در این ETF ها دارد، همچنان شاهد گسیل تقاضا به سمت آنها هستیم. اتفاقاً این مبحث یکی از مهمترین مباحثی است که در محافل به عنوان دلیل مهمی برای تداوم رشد بازار از آن یاد می شود که تا حد زیادی می تواند صحیح باشد. اینک به تدریج فصل مجامع در حال برگزاری است و تنها معدودی از نمادها مجامع خود را به تاخیر انداخته اند. اخبار متواتری که از تجدید ارزیابی ها، بلوکها یا طرح های توسعه ای شرکتها که از این مجامع رسوخ می کند، راه گشای بازار است. هر چند بازار این روزها پر عرضه و با احتیاط دنبال می شود، اما باید عنایت داشت که نقدینگی خرد جای بهتری از بازار ندارد و سایر بازارهای موازی ظرفیت و توانایی جذب این نقدینگی را ندارند. بنابراین فعلاً توجیهی برای ریزش بازار وجود ندارد./هدف حافظ
412,301512,['قیمت'],"این ماه هر روز به صورت مداوم یک مطلب را عنوان میکنم و آن اینکه : 

سعی کنید فقط و فقط پولی را وارد بازار سرمایه کنید که به آن احتیاج ندارید و به دید حداقل چند سال سرمایه گذاری کنید آن هم بر روی سهامی که قیمت تابلو اش حداقل با دارایی هایش و ارزش ذاتی اش بخواند"
413,301821,['قیمت'],"این ماه هر روز به صورت مداوم یک مطلب را عنوان میکنم و آن اینکه : 

1️⃣ سعی کنید فقط و فقط پولی را وارد بازار سرمایه کنید که به آن احتیاج ندارید و به دید حداقل چند سال سرمایه گذاری کنید آن هم بر روی سهامی که قیمت تابلو اش ، حداقل با دارایی هایش و ارزش ذاتی اش بخواند

2️⃣ فراموش نکنید که  بازار سرمایه یک محل برای سرمایه گذاری بلند مدت است پس حتما دیدتان را برای سرمایه گذاری بلند مدت کنید
."
414,301886,['فروش'],صرافی ملی نرخ فروش دلار را بدون تغییر ۲۰۳۰۰ اعلام کرد
415,301891,['قیمت'],"این ماه هر روز به صورت مداوم یک مطلب را عنوان میکنم و آن اینکه : 

1️⃣ سعی کنید فقط و فقط پولی را وارد بازار سرمایه کنید که به آن احتیاج ندارید و به دید حداقل چند سال سرمایه گذاری کنید آن هم بر روی سهامی که قیمت تابلو اش ، حداقل با دارایی هایش و ارزش ذاتی اش بخواند

2️⃣ فراموش نکنید که  بازار سرمایه یک محل برای سرمایه گذاری بلند مدت است پس حتما دیدتان را برای سرمایه گذاری بلند مدت کنید

3️⃣ هرگز سرمایه گذاری در بازار سرمایه را به عنوان شغل در نظر نگیرید و دید کوتاه مدتی و یا درآمد ماهانه و... را برای بازار سرمایه نداشته باشید ، چون همانطور که بازار روز های سبز دارد روزهای منفی و قرمز نیز خواهد داشت  پس واقع گرایانه بازار را ببینید"
416,301912,['فروش'],با تداوم افزایش عرضه ها در گروه سیمانی شاهد به صف فروش نشستن اکثر نماد ها در این گروه هستیم
417,301940,['خرید'],"عربستان خرید محصولات ساخت ترکیه را ممنوع کرد

🔹 دولت عربستان به طور جداگانه با کسب و کارهای مختلف در این کشور تماس گرفته و به آنها دستور داده با شرکت‌های ترک معامله نکرده و هیچ محصول ساخت ترکیه را خریداری نکنند.
🔹عربستان سعودی جهت تقویت تحریم غیر رسمی خود علیه ترکیه، فشار بر کسب و کارهای داخلی را برای عدم تجارت با این کشور و صنایع آن افزایش داده است.
🔹توقیف کامیون‌های حامل محصولات ترک، تنش‌ها بین دو کشور را شدیدتر کرده است.
🔹به گزارش مقامات ترکیه، عربستان سعودی مانع عبور کامیون‌های حامل میوه و سبزیجات تازه از مرز عربستان شده است."
418,301952,['هدف'],"راهبرد برجامی رقیب ترامپ

پیش‌نویس برنامه حزب دموکرات برای تغییر‌ سیاست‌های داخلی و خارجی ایالات‌متحده منتشر شد. در این سند ۸۰ صفحه‌ای که واشنگتن پست ابتدا آن را منتشر کرد، با انتقاد از خروج یک‌جانبه دونالد ترامپ، رئیس‌جمهور آمریکا از برجام، بازگشت به این توافق ضروری توصیف شده ‌است.

 با این حال دموکرات‌ها هدف از توافق هسته‌ای را آغاز دیپلماسی با ایران و نه پایان آن خوانده‌اند و از تلاش برای دستیابی به یک توافق جامع دیپلماتیک که شامل برنامه موشکی و منطقه‌ای ایران شود، سخن گفته‌اند.

 این برنامه در مقایسه با برنامه این حزب در سال ۲۰۱۶ لحن آشتی‌جویانه‌تری در برابر تهران دارد و از این زاویه با مخالفت شماری از گروه‌های اپوزیسیون و رسانه‌های هوادار برخورد تند با ایران روبه‌رو شده است.

 این متن هنوز پیش‌نویس است و برای تایید نهایی باید در نشست سراسری ماه آینده حزب دموکرات مطرح شود که به احتمال زیاد در آن نشست تصویب خواهد شد... 

روزنامه دنیای اقتصاد"
419,301953,"['حمایت', 'خرید', 'هدف']","پنج تفاهم نامه همکاری بین شرکت های بزرگ معدنی و هپکو با راهبری ایمیدرو به امضا می رسد

معاون وزیر صمت و رئیس هیات عامل ایمیدرو گفت: با واگذاری شرکت هپکو به سازمان تامین اجتماعی، رویکرد حمایتی ایمیدرو از این شرکت تغییر نکرده است.

به گزارش خبرگزاری تسنیم، معاون وزیر صمت و رئیس هیات عامل ایمیدرو گفت: با واگذاری شرکت هپکو به سازمان تامین اجتماعی، رویکرد حمایتی ایمیدرو از این شرکت تغییر نکرده و با توجه به ماموریت های توسعه ای این سازمان و نگاه ملی، در سال جهش تولید به طور حتم حمایت بخش معدن و صنایع معدنی از این تولیدکننده با سابقه و توسعه همکاری ها ادامه خواهد داشت.

رئیس هیات عامل ایمیدرو اعلام کرد: ایمیدرو به همراه شرکت های مبارکه، ملی مس، گل گهر، چادرملو، صندوق بیمه سرمایه گذاری فعالیت های معدنی و خانه معدن ایران، با هدف تحقق اهداف جهش تولید و حمایت از تولید داخل ، ۵ تفاهم نامه مجزا خرید محصولات و خدمات از شرکت هپکو امضا می کنند.

خداداد غریب پور افزود: ایمیدرو با راهبری و دعوت از شرکت های بزرگ معدن و صنایع معدنی در جهت حمایت از شرکت هپکو، طی ماه های گذشته جلسات بررسی مشکلات و هم اندیشی برای استفاده از ظرفیت های این تولیدکننده با سابقه را برگزار کرد.
وی با بیان اینکه نیازسنجی شرکت های معدن و صنایع معدنی به ماشین آلات و خدمات فنی در همکاری با هپکو انجام شده است، گفت: شرکت های فوق با برگزاری جلسات و بازدیدهای مستمر با مسئولان شرکت هپکو نیازهای خود را اعلام کرده اند که خرید محصولات این شرکت و همچنین ارایه خدمات فنی در این تفاهم نامه ها مورد توجه است.

برنامه امضا تفاهم نامه شرکت های بزرگ معدنی با هپکو
معاون وزیر صنعت، معدن و تجارت با بیان اینکه بزودی در همکاری بخش معدن وصنایع معدنی(با راهبری ایمیدرو) ۴ تفاهم نامه مجزا به امضا خواهد رسید، عنوان کرد: این تفاهم نامه بین شرکت های مبارکه، ملی مس، گل گهر و چادرملو با شرکت هپکو به امضا می رسد.
وی افزود: در تفاهم نامه فوق “تامین دستگاه های مورد نیاز شرکت های معدن و صنایع معدنی که شرکت هپکو قادر به ساخت آن است و همچنین تامین قطعات یدکی و تجهیزات مختلف ناوگان معدنی و خطوط تولید” دیده شده است.
غریب پور گفت: ظرفیت های هپکو در همکاری با حوزه معدن و صنایع معدنی شناسایی شده است و به طور مثال هپکو آمادگی خود را برای تعمیر تجهیزات شرکت ها همچون بیل مکانیکی، هیدروسیلندرها، غلتک ها و … اعلام کرده است.

ارایه تسهیلات توسط ایمیدرو
رئیس هیات عامل ایمیدرو با اشاره به دیگر تفاهم نامه معدن و صنایع معدنی با این تولیدکننده با سابقه، اعلام کرد: پنجمین تفاهم نامه به صورت سه جانبه بین خانه معدن ایران، صندوق بیمه سرمایه گذاری فعالیت های معدنی(مجموعه تحت پوشش ایمیدرو) و هپکو به امضا می رسد.
وی ادامه داد: در این تفاهم نامه خانه معدن ایران عهده دار اجرای برنامه نیازسنجی بخش معدن و صنایع معدنی به تجهیزات و خدمات فنی در حوزه معادن است.
غریب پور گفت: صندوق سرمایه گذاری فعالیت های معدنی نیز ارایه تسهیلات به متقاضیان استفاده از خدمات هپکو را در دستور کار قرار خواهد داد.
معاون وزیر صنعت، معدن و تجارت گفت: با توجه به نیاز معادن به دامپتراک، هپکو برای تولید این محصول نیاز به شریک خارجی دارد که این شرکت مذاکرات خود را با یک شرکت مطرح تولیدکننده دامپتراک آغاز کرده است"
420,301966,"['خرید', 'سقف', 'هدف', 'فروش']","۴ مرداد ۹۹؛ روزی که حقوقی ها به شدت عرضه کردند!

در اولین روز کاری هفته جاری بازار سهام علیرغم اینکه با تشدید عرضه ها مواجه شد، اما در همین شرایط نیز توانست با جذب ۴۱۷۷ میلیارد تومان نقدینگی حقیقی مواجه شده و با رشد نزدیک ۳ درصدی همراه گردد. بنابراین شاخص کل بار دیگر در کانال ۱ میلیون ۹۰۰ هزار واحدی قرار گرفت تا به سودای خود برای رسیدن به مقادیر بیش از ۲ میلیون واحد فکر کند. یکی از مهمترین دلایل بالا رفتن اعداد تزریق نقدینگی حقیقی در روز جاری به عامل انتقال حقوقی به حقیقی باز می گردد که امروز از شدت بالایی برخوردار بود. اما امروز قصد داریم چشم انداز بازار در نیمه اول سال را بررسی کنیم. شاخص کل که از ابتدای سال جاری بازدهی بیش از ۲۸۰ درصدی کسب نموده است همچنان در حال رشد بوده و به محدوده های ۲ میلیون واحد نزدیک شده است. نسبتهای مرسوم در ارزشگذاری سهام P/E, P/S, P/D همگی از مقادیر سقف تاریخی خود عبور نموده و چند برابر شده اند، اما همچنان شاهد تاخت و تاز بازار سهام هستیم. یکی از مهمترین دلایل رشد بازار در این مقطع زمانی، تغییر روش ارزشگذاری سهام به ارزش جایگزینی شرکتها، خصوصاً در شرایط تحریم که انتقال تکنولوژی تقریباً غیر ممکن شده است می باشد. حمایتهای دولتی از بازار با کاهش مداوم نرخ بهره انجام شد. یکی از مهمترین دلیل این حمایتها از بازار، افزایش جذابیت بازار به دلیل فروش دارائی دولت می باشد. شرایط تحریمی باعث کاهش شدید فروش نفت و درآمدهای دولت گشته است. بنابراین یکی از بهترین جایگزین ها برای پوشش این درآمدها، بازار سرمایه می باشد. عده ای معتقدند که دولت می توانست با افزایش نرخ بهره، اوراق در بازار بفروشد؛ اما این اتفاق با دامن زدن به رکود، باعث افزایش نارضایتی ها می شد. هر چند رشد محسوس شاخصها و قیمتها انتقادات بسیاری را به همراه داشته است، اما با این رویه، هم دولت به هدف خود فائق گشته است، هم موجب رضایتمندی سهامداران و سرمایه گذاران را باعث شده است. هنوز دولت صندوق های ETF خود موسوم به دارا دوم و سوم را به فروش نرسانده است. بنابراین انتظار تمام شدن رشد بازار در این مقطع زمانی وجود ندارد. اما فارغ از مساله فروش دارائی، ‌هم اینک انتظارات تورمی در جامعه در بالاترین حد خود قرار دارد و بازار سهام همچنان به عنوان بهترین بازار برای پوشش این انتظارات می تواند عمل کند. بخصوص اینکه این بازار،‌ پذیرای سرمایه گذاران خرد است. رشد نرخ از به عنوان مهمترین فاکتور ارزشگذاری سهام در این روزها عمل می کند. هر چند نرخ ارز این روزها نوساناتی در محدوده ۲۰ تا ۲۵ هزار تومان را تجربه نموده است،‌اما غاطبه سرمایه گذاران نه تنها انتظار نرخ های کاهشی بیشتر را از ارز ندارند،‌ بلکه حتی نرخ های بالاتری را برای آن متصورند. بنابراین بازار سهام که به شدت با انتظارات عمل می کند، ‌به این موضوع عنایت ویژه ای دارد و آن را در تحلیلهای خود برای خرید سهام لحاظ می کند. هنوز پتانسیلهای تجدید ارزیابی در بازار به طور کامل عیان نشده است و انتظار می رود این عامل نیز به خودی خود و به تنهایی بخش اعظم پتانسیلهای رشد بازار را شامل شود. رصد نقدینگی نیز در بازار همچنان تزریق سنگین حقیقی ها را، ‌حتی در روزهای اصلاحی و منفی، نشان می دهد. بنابراین انتظار می رود لااقل تا پایان شهریور ماه، همچنان رشد نوسانی همراه با افزایش عرضه ها را در بازار شاهد باشیم.

 "
421,301969,['قیمت'],"جدیدترین قیمت‌ها در بازار مسکن

✴️ بخش عمده معاملات مسکن طی یک ماه اخیر در محدوده کمتر از میانگین قیمت در هر مترمربع شهر تهران منعقد شده‌اند. آخرین آمار رسمی از تحولات بازار مسکن از قرارگرفتن میانگین قیمت در کانال ۱۹ میلیون تومان خبر می‌دهد.

✴️ با این حال فعالان بازار عنوان می‌کنند معدود متقاضیان مصرفی باقی مانده در بازار به دلیل کاهش شدید قدرت خرید، به معامله آپارتمان‌های کمتر از این کانال اقدام می‌کنند. گزارش رسمی بانک مرکزی نیز این موضوع را تایید می‌کند.

✴️ در ماه پایانی فصل بهار واحدهای مسکونی در دامنه قیمتی ۱۰ تا ۱۲ میلیون تومان به ازای هر مترمربع با سهم 10.4 درصد، بیشترین سهم از تعداد معاملات شهر تهران را به خود اختصاص داده‌اند و دامنه قیمتی ۱۲ تا ۱۴ میلیون تومان، با سهم 10.1 درصد در رتبه بعدی قرار گرفته است.

روزنامه دنیای اقتصاد"
422,302002,"['سیگنال', 'کف', 'فروش', 'قیمت']","♦️ چرا دلار رشد کرد؟

🔸به گفته فعالان، خریداران دلار به دو دلیل به بازار بازگشتند: اول، تصور اینکه قیمت این ارز به کف خورده و دوم اینکه، نرخ حواله درهم در ابتدای روز به آن ها سیگنال افزایشی داد.

🔸 در واقع پس از اینکه قیمت دلار به کانال 26 هزار تومان خورد و سپس با افزایش فروش ها به سوی کانال 21 هزار تومانی عقب گرد کرد، تعدادی از بازیگران بازار منتظر ایستادند که متوجه شوند، آیا قرار است بازارساز از این کانال نیز قیمت را پایین تر ببرد؟

🔸 روند آرام روزهای چهارشنبه و پنج شنبه به نظر می رسد، آنها را به این نتیجه رساند که دلار به کف قیمت خورده و فرصت آغاز خریدهای جدید را دارند. در این فاصله، نرخ حواله  درهم نیز با افزایش ابتدای روز به محدوده 6 هزار و 100 تومانی، آنها را دلگرم تر کرد که در موقعیت خریدار قرار بگیرند./دنیای اقتصاد"
423,302033,['قیمت'],"این ماه هر روز به صورت مداوم یک مطلب را عنوان میکنم و آن اینکه : 

1️⃣ سعی کنید فقط و فقط پولی را وارد بازار سرمایه کنید که به آن احتیاج ندارید و به دید حداقل چند سال سرمایه گذاری کنید آن هم بر روی سهامی که قیمت تابلو اش ، حداقل با دارایی هایش و ارزش ذاتی اش بخواند

2️⃣ فراموش نکنید که  بازار سرمایه یک محل برای سرمایه گذاری بلند مدت است پس حتما دیدتان را برای سرمایه گذاری بلند مدت کنید

3️⃣ هرگز سرمایه گذاری در بازار سرمایه را به عنوان شغل در نظر نگیرید و دید کوتاه مدتی و یا درآمد ماهانه و... را برای بازار سرمایه نداشته باشید ، چون همانطور که بازار روز های سبز دارد روزهای منفی و قرمز نیز خواهد داشت  پس واقع گرایانه بازار را ببینید"
424,302039,"['فروش', 'قیمت']","بازار روز گذشته بر خلاف انتظار از همان دقایق ابتدایی، با افزایش جدی تقاضا آغاز به کار کرد. در این مسیر شاخص کل با رشد 51 هزار واحدی، تا قله یک میلیون و 952 هزار واحدی پیشروی کرد و رکورد جدیدی را به ثبت رساند. 

  به نظر دلیلی به غیر از قدرت نقدینگی برای رشد بازار دیروز وجود نداشت؛ چراکه نه تحولی در بازار ارز رخ داده بود و نه بازارهای جهانی رخسار جالبی در روزهای پایانی هفته گذشته داشتند. البته با گذر از نیمه ابتدایی بازار فشار عرضه‌ها افزایش یافت و در صنایعی نظیر سیمان، غذایی، داروسازی، تایرسازی و ... شاهد افت قیمت در اکثر نمادها بودیم. 

  انصافا تحلیل بازار دشوار شده است. از یکسو، بسیاری از نمادها به دلیل اصلاح جدی اخیر، پتانسیل برگشت به مدار رشد را دارند و از سوی دیگر عدم اصلاح متناسب با رشد اخیر را در برخی از نمادهای بزرگ داریم که سبب دوگانگی در رفتار معامله‌گران شده است. برای بازار امروز، منطقا انتظار فشار فروش وجود دارد اما اگر دماسنج اصلی بازار تحت تاثیر توقف و بازگشایی برخی از نمادهای بزرگ، رنگ سبز گرفت، خیلی جای تعجب نیست !!"
425,302075,['خرید'],"چراغ سبز به یک خانه خالی

🏘 طرح مجلس برای خانه‌های خالی پیش از بررسی در صحن چکش‌کاری شد. کمیسیون اصلی رسیدگی به این طرح، فرمول محاسبه مالیات را به‌گونه‌ای اصلاح کرده که اشکال بی‌اثر بودن نرخ در قانون قبلی را رفع کند.

🏘 در فرمول جدید، مبلغ مالیات تقریبا به اندازه اجاره‌بهای یک‌سال آپارتمان‌ است. همچنین کسانی که تنها یک خانه خالی ملکی در اختیار دارند در صورت تصویب نهایی طرح مذکور به همین شکل، از پرداخت مالیات معاف خواهند شد.

🏘 دو فرضیه درباره علت این معافیت مطرح است. اول اینکه مجلسی‌ها به این واقعیت پی برده‌اند که در شرایط فعلی اقتصادی خانوارها از خرید ملک به‌عنوان یک سپر تورمی استفاده می‌کنند و در واقع چاره دیگری برای اینکه دارایی نقدی خود را از کاهش ارزش در امان نگه دارند، ندارند. در واقع این سرمایه‌گذاری ملکی خانوارها برای تامین آینده فرزندان توسط کمیسیون اقتصادی به رسمیت شناخته شده است.

🏘 دوم اینکه مقامات در محل زندگی قبلی (شهرستان محل سکونت) خود نیز علاوه بر پایتخت یک واحد مسکونی تحت مالکیت خود دارند و به همین خاطر ملاحظه لازم برای داشتن فقط یک واحد ملکی خالی مازاد بر محل سکونت را در اصلاحیه پیشنهادی قانون مالیات بر خانه‌های خالی لحاظ کرده‌اند.

روزنامه دنیای اقتصاد"
426,302423,['هدف'],"❇️گزارش انجمن جهانی فولاد از رشد ۵.۲ درصدی تولید ایران

به گزارش پایگاه خبری بورس پرس ، انجمن جهانی فولاد با انتشار گزارشی اعلام کرد: تولید فولاد ایران از ۱۲ دی سال گذشته تا ۱۰ تیر سال جاری با وجود بحران کرونا به ۱۳ میلیون و ۸۸۶ هزار تن رسید اما تولید جهانی حدود ۶ درصد کاهش یافت . 

تولید ایران همچنین در ماه ژوئن ( ۱۲ خرداد تا ۱۰ تیر) از ۲.۴ میلیون تن بیشتر شد که ۵.۲ درصد بیش از رقم تولید ماه مشابه سال گذشته میلادی بوده و در این میان چین هم رشد ۴.۵درصدی داشته است. 

تولید کنندگان بزرگ فولاد در آسیا از جمله ژاپن، هند و کره جنوبی با کاهش شدید تولید روبرو شدند و به ترتیب ۳۶، ۲۶ و ۱۴.۳درصد افت داشتند و همچنین آمریکای شمالی و اروپا نیز به ترتیب کاهش ۱۷.۶ و ۱۸.۷ درصدی را پشت سرگذاشتند. 

بر اساس این گزارش، سال گذشته مجموع تولید فولاد ایران به ۲۸ میلیون تن رسید و از این رقم کمتر از ۳۰ درصد راهی بازارهای هدف صادراتی شد و در سال جاری نیز تولید ۲۸ تا ۳۰ میلیون تن فولاد پیش بینی شده است."
427,302447,['قیمت'],"این ماه هر روز به صورت مداوم یک مطلب را عنوان میکنم و آن اینکه : 

1️⃣ سعی کنید فقط و فقط پولی را وارد بازار سرمایه کنید که به آن احتیاج ندارید و به دید حداقل چند سال سرمایه گذاری کنید آن هم بر روی سهامی که قیمت تابلو اش ، حداقل با دارایی هایش و ارزش ذاتی اش بخواند

2️⃣ فراموش نکنید که  بازار سرمایه یک محل برای سرمایه گذاری بلند مدت است پس حتما دیدتان را برای سرمایه گذاری بلند مدت کنید

3️⃣ هرگز سرمایه گذاری در بازار سرمایه را به عنوان شغل در نظر نگیرید و دید کوتاه مدتی و یا درآمد ماهانه و... را برای بازار سرمایه نداشته باشید ، چون همانطور که بازار روز های سبز دارد روزهای منفی و قرمز نیز خواهد داشت  پس واقع گرایانه بازار را ببینید"
428,302457,['فروش'],"❇️ ۱.۲ میلیون مشمول ۳۰ درصد سهام عدالت را فروختند/ ۹۰۰ هزار نفر در انتظار فروش.

به گزارش پایگاه خبری بورس پرس، مهدی نعمتی گفت: طبق آخرین آمارها دو میلیون و ۱۰۰ هزار نفر از مشمولان سهام عدالت ۳۰ درصد از سهام را به فروش رساندند. وی افزود: بطورکلی تا هفته گذشته یک میلیون و ۲۰۰ هزار نفر سهام را فروخته، تسویه و ۹۰۰ هزار نفر همچنان در فرآیند فروش سهام عدالت قرار دارند. 

از سه هفته گذشته برنامه‌هایی را سازمان بورس، شرکت سپرده گذاری و کانون کارگزاران طراحی کردند مبنی بر اینکه بانک‌ها و شرکت‌های کارگزاری بتوانند به سئوالات سهامدارانی که سهام را فروخته اند، پاسخ مناسبی دهند. نعمتی ادامه داد: قرار بود در مرحله اول از ۳۰ تیرماه بانک‌ها و کارگزاری‌ها دسترسی‌های لازم برای پاسخگویی به مردم را داشته باشند. 

در طول یک هفته گذشته رایزنی‌ها و جلسات مختلفی در سازمان بورس انجام و مقرر شد از امروز و تا قبل از اینکه مرحله دوم ۳۰ درصد آزاد سازی سهام عدالت آغاز شود، کارگزاران بتوانند دسترسی‌های لازم را برای پاسخگویی به سهامداران سهام عدالت انجام دهند.
."
429,302467,['حمایت'],امروز صبا هم خوب حمایت شد
430,302501,['فروش'],"🔵مدیرعامل بانک ملی: 51 درصد گروه توسعه ملی در بورس عرضه خواهد شد

✅محمدرضا حسین زاده، مدیرعامل بانک ملی در نشست خبری از فروش ۵۱ درصد سهام بزرگترین بنگاه اقتصادی این بانک در بورس خبر داد.
🔸 او گفت: بزرگترین بنگاه اقتصادی زیرمجموعه این بانک گروه توسعه ملی است که در اواخر تیر ماه از طریق بورس صددرصد سهام آن را برای فروش گذاشتیم اما به فروش نرفت اما قصد داریم با شرایط بهتر و از روز شنبه، ۵۰+۱ درصد سهام این بنگاه اقتصادی را از طریق بورس به فروش برسانیم. بنابراین مدیریت آن را نیز واگذار خواهیم کرد. فروش اموال مازاد بانک‌ها به شدت از سوی وزیر اقتصاد مورد مطالبه و پیگیری جدی است"
